id,phone_sequence
mrws1_si500,lnrCaIraLlNtywUJLDwCDtcCsmybLAJcaDwDyLHIgaQrwmagagJwrwyJUJM
mrws1_sx140,bnaIgbLuIrLAFBFBLMIrIFLHIamlBrwnLAJrwCyQwDByLkwJUtMIrLhyLmkwLk
mrws1_sx230,cBeBySsvwrPrSLInLIbKcBSgUcaBSeBGnrUJ
mrws1_sx320,lwDwrJwDwELuagaILCnwEDaLHhySwNvtwDSaLAwEDLkwJLMwLJUJ
mrws1_sx410,uInsnwLhgUtInKLCDFLHAyLMiLSyLkMwsCaIDmDC
mrws1_sx50,AbmbnJLMIatwrLAyLAwDacCwrLAcLlhbLAJLCwDLuBncnLlMcLHFaIr
mtaa0_si1285,twnwbDByIbKJLDwELHIaLhBySBLhyEDnJrIy
mtaa0_si1915,lwScUtlwsnrBlwLiKwySwOLkvbebtLMPywDgabLMtIrIyDcDJysKDELlsnsLutrLuwQDcJUJ
mtaa0_si596,acDlyUlNwytwBsLAwDuEIFBFag
mtaa0_sx115,lwnbnwBcCDLkMwcLHtwLAJNlBwOLAIaLHBwJUaBcLuBFB
mtaa0_sx205,CDwBFOLMrIwyLHrJDFarIrLAJLhcLMwLMPLhsLuFQrCBwLSGSOImrUJ
mtaa0_sx25,SFGBFDByBGTrJUBFBLQLCDFwBGywDbrnrUJ
mtaa0_sx295,lwtLAMrIFLAcCJLCaIGBFBLvbncQrIrnDMUtrSIrIwCymyDEwLMJP
mtaa0_sx385,vwKPaFQartNwncnBFLnUctOwLSrLHBIFLAwDC
mtas1_si1473,TaFIrymwDctLcvcacDy
mtas1_si2098,vyLuyQwKaILkcvaILkBbgbtLwDBOwOLMwrLvrDFGFwEBy
mtas1_si838,vywELAIyJywyELMwnCLhOFBcQtQDhyPLHIamwLkwQnBFBLCwD
mtas1_sx118,AcCLhagsCDLaBlyEDELuIymTywDJULUwDBcBaILkzLHB
mtas1_sx208,IaLhJbLhgclcLHacLkMwLwDJLAubnbLizizLMLMcJLMIsLkyJU
mtas1_sx28,lkLhsLknLuaILktIrScDLubenbBecaDCLcQtLubnJ
mtas1_sx298,gLkuInclcwDcacLhglyKyPUlJBwDLhyFQrLiaIrLzLM
mtas1_sx388,vrIgsgLkvbnwbnDLwsLAJUJLScDknQrlwLhnrCInLMirLHInKrLisDLzwUJ
mtdt0_si1994,JPBtaByULhywrULScULkwLuwLCywDLhwnLDCsbDTPLzwJLHhnDBcBFSamcCFacDy
mtdt0_si2254,ASbgByvyLkwLMrCwDLlctaGBar
mtdt0_si994,vrJLMcmywQvwUJLMrIrIySGScFULHrJwJLkMcQDByLHrJKPLk
mtdt0_sx184,lwLAbnLJLCybeBeaeaBaGUtvtrLiLCgyTwrUJ
mtdt0_sx274,ABwcNtScFUJPlNcLhcmcBcLFKwrIrywJLCcJagaLz
mtdt0_sx364,TyLzcDLMgCDCByswDLAcCSBaJLAFBcDUJgmwLSwNlcLhIsLkeFcFcemcQwvymwyEJwUJLMcCLHaI
mtdt0_sx4,zsCsrDrCaICFacamysyLhgSaILAyEvaILk
mtdt0_sx94,TcCJLMrULBcFcQLAaCwDELAbDkyTPULMIyLJ
mteb0_si1133,ywyLAnDLHrLzbnbnbnLAMkBaEIsysDzLuFBUJtaIrLUJnBt
mteb0_si2064,vyPScULuwtLMwPswLkSwNtbDSaFCbEwLMwUcDLnDcLHFLwDcBrtrScDCwDmwPFDQwnDyIsJUJ
mteb0_si503,lkhnIryaJLzMwrIrITywnyrIsJy
mteb0_sx143,lwJbeDLkwQLzwDwrtrULhlTPyQlcBUJLAuwrLhybDcBFLH
mteb0_sx233,veSsGTywDtySsGgLCyDEUJsCLNbswE
mteb0_sx323,lctaLHIrQwnwDwDLkbnCDtrIcCDrIgQwEagaDLMagD
mteb0_sx413,kubtLDyJLSymkwKJLDymBLHGysJLAuaIrtLCbLiLMrJLMAr
mteb0_sx53,TyTyQwDwJcwCLHBQSBLAbnQyBrIwsLAwDLDMvHsDJwCLhBUJ
mthc0_si1015,vsynDLHgbsKrIraILlQlyclrLiyJaIJKcwUcQBagLJLMaLAtyLk
mthc0_si1645,JcLiKiUeaBLMcCwUcCScULACLHByBycDLzcJLMctgLk
mthc0_si2275,wLkaFaBLkwLlhlOLAlBwIrIrytwKDkwnDKwLHKsLtQHN
mthc0_sx115,lywCLhBwcCDEDLkyLHMNHMwnLAJLlNynwLAIaLHBwcUJaBcwOLukSBPnFB
mthc0_sx205,CDwBcLiMrIwsLHrJDeFenBaBvaIwgLAJLHncLAMAwLMPFLhsyLuFcFQrCwDLMaImrUJ
mthc0_sx25,aFBCByBGrUJUBFLQCPwFBwywDbnrUJLB
mthc0_sx295,lwtLAMcrFDrImBFBLAcCEJLiMISCaIrBLvbtHrIsyDKtrCymwyEvbnLMP
mthc0_sx385,vwKzFBLkrtnBLMnFcnUwctwSrLhIFLAwD
mtls0_si1370,SwCsJtsmwLvwJLHIaCcCDScUJLMkgLDFJLMLClClwLlHnLvAyIwytTyULMIyLCwD
mtls0_si2000,SyLAwyELuyTPwmwLwtSwLhkyPTsLkwyLvyJwLHsKwLQCDwywy
mtls0_si740,kwPSwNtebeLtsnbDLJyLHsLhBLALaBctNJUJ
mtls0_sx110,lcLhbnbJLASGgLMcCDrgrIwrDLwUJLMwJaBLlQlnLAJLMrLHIaeBLHcCLUJUJ
mtls0_sx200,IbebtLAwDLMIFLlLlwJLMcaeaeLHhSaLiMtrDCDlcLHysyLirUJ
mtls0_sx20,KyTPySaIrSaICDtNtByJySBQBOnwDcFQtrIFaFBeaBcBUJ
mtls0_sx290,lwJLHrtKTwrIrwJLHuzAwLhlwQDtaBFCLMwQtaIrLHrJLHnLMcQLhcgr
mtls0_sx380,SgLMiaILzLCcDytrJncLiLuaILHwLziz
mwbt0_si1553,veFSeGnQrclcFBwmrIyCsysyLkacLhSbnDLMwLhgJnQIBLkcFUwcDCBcLzizMtIPrSDCUJcLHrFUJ
mwbt0_si2183,haOFgOLAJcFtFKLDacOLHAJ
mwbt0_si923,MPCnDBynLAJLHhrwrLMiJNlwJLMIbnDLEScUwDnQcmcLhBFB
mwbt0_sx113,syCcJLAwBcncFnbLkcCgcecDEDEDELQwULuOLktGaBTwLhbgbeaLAM
mwbt0_sx203,lwLABacUSBsynwDLkwLkcLhIcLHBsyLDLMbncLlNlcwKwaFaI
mwbt0_sx23,lBFULCBPUwKwDUvgeDCcDagULCBgaQBcBcFJKJBGwyE
mwbt0_sx293,HMAlNHByUJLMsLNlNlwUJLzMPwPwmyLMsLhBOLABaJLMwclwLAByDnwUtcCsysy
mwbt0_sx383,lwLAaLHwLABymcrwUJLKisnwbwcbCLHFPmQlkgeaeIrFaIrycDLMcFIaLk
mwew0_si1361,ScmwDwJLScDJnLKDESwySnBLAcCLkuFamwmrUJ
mwew0_si1991,SBcmFNtNhyLHwyBwaOyBEIFDlwJLMIyLMwDLAacJLMwCUwDCbnbnbJLAJLwnwDvwnDQwEcChCaB
mwew0_si731,ctNtvyTPUBsmrIPlwLkFaELtwnBFBwD
mwew0_sx101,MwDwLurnrDLKiKwBFLumrnDLknLArsLlrLABSBnJIrPCJUtIaBeaBcFmsJUJ
mwew0_sx11,vySPBFcBeFrQInIrBegsA
mwew0_sx191,SwOLzkIaBtaGFDybnbLAyUsKwDUPwScDLMJUJ
mwew0_sx281,AaIywDLMIwKLHBsysyLMnbLSwOLhyLiLHhaBJUJtrIaFerIrUJUJ
mwew0_sx371,IswLDecCwDcacLHhyLmwLhnFcnJLMbgbwgQtrLhwUDwUJLCrLzrPrU
mwjg0_si1124,BlBnLDhyLASBFLkvwCyLQHwDCaIrtBcByLtrvwUwDebebBcJwJwUCLHaILDLMCcgLlNwyEC
mwjg0_si1754,vyJnLlwLAIsUKwytBPBLvbtcBeaegFLC
mwjg0_si494,lwsLAJBFBywLByULMLScDvbtHerIBaELhur
mwjg0_sx134,kwJcwcCLhIwDLzsnDTyPrIrywsracDgJLCcDLJLMwJLHnDLkwDCgbsbDCQCwyE
mwjg0_sx224,veFLuASwPOLmkwLwUKTrPIrwDLkPrIPrwDLUJ
mwjg0_sx314,wLHyLHcSOBCSaSIwLziznDIrnwJLlrSclLhyDFPDyLtcSnBtnr
mwjg0_sx404,haILhLHhrDLkLHsLHrIrwDByTyUJUJwDkwLHNwyswLhFaDtgr
mwjg0_sx44,lhbJLMcLhHBaBLAwDLhywDwDwLAMsPwsPDPwELUJLHtSar
